Description,Location,Price (PHP),Bedrooms,Floor_area (sqm),Land_area (sqm),Link
Pool House and Lot for sale in Filinvest 2 Batasan Hills near Commonwealth,"Commonwealth, Quezon City","29,500,000",5,320,216,https://www.lamudi.com.ph/pool-house-and-lot-for-sale-in-filinvest-2-batasan-hills-near-commonwealth.html
Spacious Brand New Single Attached House in Katarungan Muntinlupa,"Poblacion, Muntinlupa","8,500,002",4,190,127,https://www.lamudi.com.ph/spacious-brand-new-single-attached-house-in-katarungan-muntinlupa-12.html
Second Empire Brand New House & Lot West Fairview Q.C. Philhomes - Gio Matias,"Fairview, Quezon City","5,080,000",3,104,91,https://www.lamudi.com.ph/second-empire-brand-new-house-lot-west-fairview-q-c-philhomes-gio-matias.html
7.4M House for Sale Brand New in East Fairview Park Subd. Jojo F.Obra,"Fairview, Quezon City","7,400,000",3,80,133,https://www.lamudi.com.ph/7-4m-house-for-sale-brand-new-in-east-fairview-park-subd-jojo-f-obra.html
"Modern Elegant Zen house and lot in FILINVEST II, BATASAN HILLS, QUEZON CITY","Bagong Silangan, Quezon City","30,500,000",5,378,340,https://www.lamudi.com.ph/modern-elegant-zen-house-and-lot-in-filinvest-ii-batasan-hills-quezon-city-43.html
5 bedrooms 2 car garage Townhouse  for sale in Tandang Sora Quezon City,"Tandang Sora, Quezon City","15,900,000",5,260,107,https://www.lamudi.com.ph/5-bedrooms-2-car-garage-townhouse-for-sale-in-tandang-sora-quezon-city-1.html
Brand New Modern Design Townhouse in Las Pinas near Perpetual Help,"Pamplona Tres, Las Pinas","3,450,000",3,42,40,https://www.lamudi.com.ph/brand-new-modern-design-townhouse-in-las-pinas-near-perpetual-help-10.html
3 Storey Brand New Duplex House in Bf Resort Village Las Pinas,"Talon Dos, Las Pinas","16,500,000",6,315,170,https://www.lamudi.com.ph/3-storey-brand-new-duplex-house-in-bf-resort-village-las-pinas-28.html
"3 Bedroom House & Lot for Sale in Project 3, Quezon City","Project 3, Quezon City","13,000,000",3,160,180,https://www.lamudi.com.ph/3-bedroom-house-lot-for-sale-in-project-3-quezon-city.html
RFO 3 Storey Townhouse with 2 car garage for Sale Cubao near P. Tuazon Blvd,"Cubao, Quezon City","28,100,000",4,310,138,https://www.lamudi.com.ph/rfo-3-storey-townhouse-with-2-car-garage-for-sale-cubao-near-p-tuazon-blvd.html
Newly Built Spacious Modern Design Duplex in BF Resort Village Las Pinas,"Talon Dos, Las Pinas","9,800,000",3,180,102,https://www.lamudi.com.ph/newly-built-spacious-modern-design-duplex-in-bf-resort-village-las-pinas-15.html
3 Storey Elegant Single Attached House and Lot for sale in Teachers Village,"Teachers Village East, Quezon City","27,200,000",5,330,133,https://www.lamudi.com.ph/3-storey-elegant-single-attached-house-and-lot-for-sale-in-teachers-village-21.html
"Brand New Modern Design Duplex house and lot for sale in BF Resort Village, Las","Talon Dos, Las Pinas","15,500,000",5,250,172,https://www.lamudi.com.ph/brand-new-modern-design-duplex-house-and-lot-for-sale-in-bf-resort-village-las-5.html
House and Lot for sale in Filinvest 2 Batasan Hills nr Commonwealth Quezon City,"Commonwealth, Quezon City","29,500,000",5,320,216,https://www.lamudi.com.ph/house-and-lot-for-sale-in-filinvest-2-batasan-hills-nr-commonwealth-quezon-city-83.html
For Sale Peaceful 2 Storey House and Lot in Fairview w/ 3 Bedrooms & 1CG PH1053,"Fairview, Quezon City","3,980,000",3,92,56,https://www.lamudi.com.ph/for-sale-peaceful-2-storey-house-and-lot-in-fairview-w-3-bedrooms-1cg-ph1053-2.html
For Sale New Townhouse in Tandang Sora Quezon City near Brgy. Pasong Tamo PH960,"Tandang Sora, Quezon City","7,000,000",3,96,67,https://www.lamudi.com.ph/for-sale-new-townhouse-in-tandang-sora-quezon-city-near-brgy-pasong-tamo-ph960.html
Modern Brand new Customized house for Sale in Fairview Quezon City -Keziah,"Sauyo, Quezon City","6,700,000",4,100,90,https://www.lamudi.com.ph/modern-brand-new-customized-house-for-sale-in-fairview-quezon-city-keziah.html
Spacious House and Lot w/ 3 BR in Tandang Sora Near Congressional PH997 B,"Tandang Sora, Quezon City","6,800,000",3,150,50,https://www.lamudi.com.ph/spacious-house-and-lot-w-3-br-in-tandang-sora-near-congressional-ph997-b.html
"Majestic Modern Zen Brand new Townhouse in Mapayapa Village, Quezon City","Pasong Tamo, Quezon City","11,900,000",3,180,100,https://www.lamudi.com.ph/majestic-modern-zen-brand-new-townhouse-in-mapayapa-village-quezon-city-25.html
Modern Design Single Attached House & Lot For Sale in Betterliving Paranaque,"Don Bosco, Paranaque","23,500,000",5,350,263,https://www.lamudi.com.ph/modern-design-single-attached-house-lot-for-sale-in-betterliving-paranaque-2.html
Single Detached House And Lot For Sale In Katarungan Village Muntinlupa City,"Poblacion, Muntinlupa","16,000,000",6,210,241,https://www.lamudi.com.ph/single-detached-house-and-lot-for-sale-in-katarungan-village-muntinlupa-city-14.html
Fully Renovated Corner Single Attached House & Lot for Sale in Betterliving,"Don Bosco, Paranaque","12,500,000",5,200,145,https://www.lamudi.com.ph/fully-renovated-corner-single-attached-house-lot-for-sale-in-betterliving-8.html
"4.180M House And Lot For Sale At West Fairview,Quezon City-Richard Aquino","Fairview, Quezon City","4,180,000",3,90,56,https://www.lamudi.com.ph/4-180m-house-and-lot-for-sale-at-west-fairview-quezon-city-richard-aquino-1.html
3 Bedroom + Loft Visayas Avenue House and Lot in Tandang Sora Quezon City,"Tandang Sora, Quezon City","7,400,000",3,117,60,https://www.lamudi.com.ph/3-bedroom-loft-visayas-avenue-house-and-lot-in-tandang-sora-quezon-city.html
Ultra Modern Tri-Level House and Lot For Sale in Don Antonio Royale Quezon City,"Holy Spirit, Quezon City","78,000,000",5,530,345,https://www.lamudi.com.ph/ultra-modern-tri-level-house-and-lot-for-sale-in-don-antonio-royale-quezon-city-90.html
Spacious Single Attached House And Lot For Sale In Almanza Dos Las Pinas,"Almanza Dos, Las Pinas","16,500,000",4,380,240,https://www.lamudi.com.ph/spacious-single-attached-house-and-lot-for-sale-in-almanza-dos-las-pinas-110.html
Ready For Occupancy Modern Design Single Attached House and Lot in Pilar Village,"Pilar, Las Pinas","6,987,000",3,126,120,https://www.lamudi.com.ph/ready-for-occupancy-modern-design-single-attached-house-and-lot-in-pilar-village-240.html
"Modern Tropical House and Lot For Sale in Filinvest II, Quezon City","Bagong Silangan, Quezon City","43,800,000",5,600,480,https://www.lamudi.com.ph/modern-tropical-house-and-lot-for-sale-in-filinvest-ii-quezon-city-50.html
"Brand New Townhouse for sale in Pilar Village, Las Pinas City","Pilar, Las Pinas","5,880,000",3,92,86,https://www.lamudi.com.ph/brand-new-townhouse-for-sale-in-pilar-village-las-pinas-city-35.html
Outstanding Brand New House & Lot Q.C. Greenview Village Philhomes - Gio Matias,"Sauyo, Quezon City","7,100,000",4,100,90,https://www.lamudi.com.ph/outstanding-brand-new-house-lot-q-c-greenview-village-philhomes-gio-matias.html
Townhouse Few minutes away Ever Gotesco Commonwealth with 4 bedrooms for sale,"Holy Spirit, Quezon City","11,900,000",4,180,100,https://www.lamudi.com.ph/townhouse-few-minutes-away-ever-gotesco-commonwealth-with-4-bedrooms-for-sale-1.html
Unit 691 Geneva Garden Bucolic Brand New House Q.C. Philhomes - Gio Matias,"Fairview, Quezon City","20,000,000",4,285,300,https://www.lamudi.com.ph/unit-691-geneva-garden-bucolic-brand-new-house-q-c-philhomes-gio-matias.html
House and Lot for sale in Teachers Village Diliman Quezon City,"Teachers Village East, Quezon City","22,000,000",4,270,100,https://www.lamudi.com.ph/house-and-lot-for-sale-in-teachers-village-diliman-quezon-city-2.html
Elegant Brand new Corner Townhouse For Sale in Pilar Village Las Pinas City,"Pilar, Las Pinas","8,600,000",3,180,121,https://www.lamudi.com.ph/elegant-brand-new-corner-townhouse-for-sale-in-pilar-village-las-pinas-city-2.html
"Sale: Affordable Classic Modern House in Mindanao Avenue, Quezon City PH1134","Fairview, Quezon City","6,500,000",3,120,50,https://www.lamudi.com.ph/sale-affordable-classic-modern-house-in-mindanao-avenue-quezon-city-ph1134.html
East Fairview Brand New House and Lot for Sale Jojo F.Obra,"Fairview, Quezon City","7,000,000",3,80,133,https://www.lamudi.com.ph/east-fairview-brand-new-house-and-lot-for-sale-jojo-f-obra.html
3 Bedroom House and Lot for Sale in Dasmarinas Village Makati(All Direct Listings),"Dasmarinas, Makati","230,000,000",3,650,630,https://www.lamudi.com.ph/3-bedroom-house-and-lot-for-sale-in-dasmarinas-village-makatiall-direct-listings-461224-21.html
For Sale Brand new 2 Storey Spacious Duplex House near Main gate in BF Resort La,"Talon Dos, Las Pinas","11,300,000",4,177,137,https://www.lamudi.com.ph/for-sale-brand-new-2-storey-spacious-duplex-house-near-main-gate-in-bf-resort-la-7.html
Newly Built Brand New Single Attached House in Sta. Cecilia Las Pinas,"Talon Dos, Las Pinas","14,500,000",4,235,189,https://www.lamudi.com.ph/newly-built-brand-new-single-attached-house-in-sta-cecilia-las-pinas-187.html
2 Storey Brand New Modern Design Corner Duplex in Las Pinas near Cavitex,"Pamplona Dos, Las Pinas","7,800,000",3,120,80,https://www.lamudi.com.ph/2-storey-brand-new-modern-design-corner-duplex-in-las-pinas-near-cavitex-176.html
3 Bedrooms House and Lot for Sale at Dahlia Fairview,"Fairview, Quezon City","6,500,000",3,200,100,https://www.lamudi.com.ph/3-bedrooms-house-and-lot-for-sale-at-dahlia-fairview.html
"Elegant Single Detached for Sale w/ 3 Bedrooms, 5 toilet & bath, 2 Car Garage in Proj...","Project 5, Quezon City","15,000,000",3,240,60,https://www.lamudi.com.ph/elegant-single-detached-for-sale-w-3-bedrooms-5-toilet-bath-2-car-garage-in-project-4-ph959-10min-1-7km-ali-mall-cubao.html
for sale elegant 2 storey duplex house and lot in pilar village las pinas,"Pilar, Las Pinas","4,745,000",3,79,47,https://www.lamudi.com.ph/for-sale-elegant-2-storey-duplex-house-and-lot-in-pilar-village-las-pinas-126.html
12.5M. Customized Fairview House and Lot for Sale in Greenview Subdivision Q.C,"Fairview, Quezon City","12,500,000",5,150,180,https://www.lamudi.com.ph/12-5m-customized-fairview-house-and-lot-for-sale-in-greenview-subdivision-q-c.html
Brand New Elegant House and Lot for sale in BF Homes Paranaque w/ Swimming Pool,"B.F. Homes, Paranaque","45,000,000",5,800,400,https://www.lamudi.com.ph/brand-new-elegant-house-and-lot-for-sale-in-bf-homes-paranaque-w-swimming-pool-92.html
Brand New House & Lot North Olympus Q.C. Philhomes - Jojo F. Obra,"Kaligayahan, Quezon City","4,280,000",3,100,43,https://www.lamudi.com.ph/brand-new-house-lot-north-olympus-q-c-philhomes-jojo-f-obra.html
"3 Bedroom House and Lot For Sale at Valiant Villas, West Fairview,  Quezon City","Novaliches, Quezon City","4,300,000",3,80,75,https://www.lamudi.com.ph/3-bedroom-house-and-lot-for-sale-at-valiant-villas-west-fairview-quezon-city-169854-21.html
3 Storey Townhouse for sale in Kamias Diliman Quezon City Near Cubao,"Cubao, Quezon City","18,500,000",4,280,100,https://www.lamudi.com.ph/3-storey-townhouse-for-sale-in-kamias-diliman-quezon-city-near-cubao.html
"House & Lot with 1,212 sqm landfor sale in Ayala Alabang Village Muntinlupa City","Ayala Alabang, Muntinlupa","165,000,000",5,1000,1212,https://www.lamudi.com.ph/house-lot-with-1-212-sqm-landfor-sale-in-ayala-alabang-village-muntinlupa-city.html
House for sale100S.qm Bergen Residences Ready For Occupancy at Quezon City,"Fairview, Quezon City","6,280,000",3,121,100,https://www.lamudi.com.ph/house-for-sale100s-qm-bergen-residences-ready-for-occupancy-at-quezon-city-4.html
Elegantly Finished Duplex House in Pilar Village Las Pinas,"Pilar, Las Pinas","6,000,000",3,118,68,https://www.lamudi.com.ph/elegantly-finished-duplex-house-in-pilar-village-las-pinas-14.html
Modern contemporary brand new duplex house and lot in pilar village las pinas,"Pilar, Las Pinas","8,700,000",4,180,120,https://www.lamudi.com.ph/modern-contemporary-brand-new-duplex-house-and-lot-in-pilar-village-las-pinas-122.html
Brand New Modern Design Townhouse in Las Pinas near Perpetual Help,"Pamplona Dos, Las Pinas","3,450,000",2,42,40,https://www.lamudi.com.ph/brand-new-modern-design-townhouse-in-las-pinas-near-perpetual-help-143.html
Modern contemporary brand new duplex house and lot in pilar village las pinas,"Pilar, Las Pinas","8,700,000",4,180,120,https://www.lamudi.com.ph/modern-contemporary-brand-new-duplex-house-and-lot-in-pilar-village-las-pinas-122.html
2 Storey Brand New Modern Design Corner Duplex in Las Pinas Near Cavitex,"Pamplona Dos, Las Pinas","8,100,000",3,140,110,https://www.lamudi.com.ph/2-storey-brand-new-modern-design-corner-duplex-in-las-pinas-near-cavitex-131.html
5.9M West Fairview Brand New House & Lot Q.C. Philhomes - Jojo F. Obra,"Fairview, Quezon City","5,900,000",3,80,90,https://www.lamudi.com.ph/5-9m-west-fairview-brand-new-house-lot-q-c-philhomes-jojo-f-obra.html
"House and Lot for Sale in Batasan Hills, Quezon City","Batasan Hills, Quezon City","11,500,000",4,200,180,https://www.lamudi.com.ph/house-and-lot-for-sale-in-batasan-hills-quezon-city-64.html
Townhouse for sale in Project 8 Quezon City Near Congressional with 3 bedrooms,"Project 8, Quezon City","8,000,000",3,101,45,https://www.lamudi.com.ph/townhouse-for-sale-in-project-8-quezon-city-near-congressional-with-3-bedrooms.html
House and Lot 5 bedroom Brand New and Ready for Occupancy - Francis Bautista,"Holy Spirit, Quezon City","47,000,000",5,500,392,https://www.lamudi.com.ph/house-and-lot-5-bedroom-brand-new-and-ready-for-occupancy-francis-bautista.html
"Nice Ambiance of Subd, Single house For Sale in Fairview Quezon City -Keziah","Sauyo, Quezon City","6,700,000",4,100,90,https://www.lamudi.com.ph/nice-ambiance-of-subd-single-house-for-sale-in-fairview-quezon-city-keziah.html
"Brand New Single Detached House and Lot in Katarungan Village, Muntinlupa","Poblacion, Muntinlupa","8,500,000",4,190,127,https://www.lamudi.com.ph/brand-new-single-detached-house-and-lot-in-katarungan-village-muntinlupa.html
Brand new modern design single attached house and lot in katarungan muntinlupa,"Poblacion, Muntinlupa","9,500,000",3,184,127,https://www.lamudi.com.ph/brand-new-modern-design-single-attached-house-and-lot-in-katarungan-muntinlupa-187.html
"4 Bedroom House and lot for Sale in Commonwealth, Quezon City","Commonwealth, Quezon City","33,000,000",4,395,400,https://www.lamudi.com.ph/4-bedroom-house-and-lot-for-sale-in-commonwealth-quezon-city-6.html
Ready For Occupancy Spacious Bungalow House and Lot in Pilar Village Las Pinas,"Pilar, Las Pinas","11,500,000",3,180,240,https://www.lamudi.com.ph/ready-for-occupancy-spacious-bungalow-house-and-lot-in-pilar-village-las-pinas-157.html
9.5M Brand New Elegant 2 Storey House and Lot for sale in Katarungan Village,"Poblacion, Muntinlupa","9,500,000",4,196,120,https://www.lamudi.com.ph/9-5m-brand-new-elegant-2-storey-house-and-lot-for-sale-in-katarungan-village.html
Second home Brand New House & Lot Greenview Village Q.C. Philhomes - Gio Matias,"Sauyo, Quezon City","5,800,000",3,80,80,https://www.lamudi.com.ph/second-home-brand-new-house-lot-greenview-village-q-c-philhomes-gio-matias.html
15M 3 Storey Townhouse for Sale in Congressional Avenue Q.C - Jojo Obra,"Congressional Avenue, Quezon City","15,000,000",4,242,86,https://www.lamudi.com.ph/15m-3-storey-townhouse-for-sale-in-congressional-avenue-q-c-jojo-obra.html
"4 Storey 3 bedroom House and Lot for Sale in Fil Heights, Quezon City","Bagong Silangan, Quezon City","23,800,000",3,361,180,https://www.lamudi.com.ph/4-storey-3-bedroom-house-and-lot-for-sale-in-fil-heights-quezon-city.html
"Townhouse Unit for Sale at Carnation Residences, Quezon City, Evelyn Samaniego","Fairview, Quezon City","4,388,000",4,52,138,https://www.lamudi.com.ph/townhouse-unit-for-sale-at-carnation-residences-quezon-city-evelyn-samaniego.html
Charming Customized House For Sale in Greenview Exec Village Fairview QC -Keziah,"Sauyo, Quezon City","10,100,000",5,120,150,https://www.lamudi.com.ph/charming-customized-house-for-sale-in-greenview-exec-village-fairview-qc-keziah.html
26M Brand New House & Lot U.P. Diliman Village QC Philhomes - Gio Matias,"Diliman, Quezon City","26,000,000",4,331,133,https://www.lamudi.com.ph/26m-brand-new-house-lot-u-p-diliman-village-qc-philhomes-gio-matias-1.html
"Brand New 4 Bedrooms Single Attached For Sale In Bf Resorts Village, Las Pinas","Talon Dos, Las Pinas","8,000,000",4,145,101,https://www.lamudi.com.ph/brand-new-4-bedrooms-single-attached-for-sale-in-bf-resorts-village-las-pinas-13.html
Brandnew Cubao Townhouse For Sale Stretched Down Payment nr Ali Mall Tuazon SD,"San Roque, Quezon City","8,320,000",3,126,41,https://www.lamudi.com.ph/brandnew-cubao-townhouse-for-sale-stretched-down-payment-nr-ali-mall-tuazon-sd.html
3 Storey Elegant Townhouse for sale in Tandang Sora nr Mindanao Ave Quezon City,"Tandang Sora, Quezon City","7,400,000",3,114,46,https://www.lamudi.com.ph/3-storey-elegant-townhouse-for-sale-in-tandang-sora-nr-mindanao-ave-quezon-city.html
Modern Brand New House & Lot Greenview Village Q.C. Philhomes - Gio Matias,"Sauyo, Quezon City","8,800,000",4,100,104,https://www.lamudi.com.ph/modern-brand-new-house-lot-greenview-village-q-c-philhomes-gio-matias.html
2 Storey Brand New Duplex House and Lot in Katarungan Muntinlupa,"Poblacion, Muntinlupa","5,800,000",3,129,78,https://www.lamudi.com.ph/2-storey-brand-new-duplex-house-and-lot-in-katarungan-muntinlupa-6.html
